location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Mandir Marg,Delhi,IN,2017-11-22T12:45:00.000Z,2017-11-22T18:15:00+05:30,so2,13.7,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T12:45:00.000Z,2017-11-22T18:15:00+05:30,co,1300,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T12:45:00.000Z,2017-11-22T18:15:00+05:30,pm25,79,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T12:45:00.000Z,2017-11-22T18:15:00+05:30,pm10,123,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T11:30:00.000Z,2017-11-22T17:00:00+05:30,so2,14,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T11:30:00.000Z,2017-11-22T17:00:00+05:30,no2,47.37,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T10:30:00.000Z,2017-11-22T16:00:00+05:30,no2,40.3,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T10:30:00.000Z,2017-11-22T16:00:00+05:30,so2,20.5,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T09:30:00.000Z,2017-11-22T15:00:00+05:30,no2,38.87,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T09:30:00.000Z,2017-11-22T15:00:00+05:30,pm10,201,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T09:30:00.000Z,2017-11-22T15:00:00+05:30,pm25,65,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T09:30:00.000Z,2017-11-22T15:00:00+05:30,so2,20.9,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T09:15:00.000Z,2017-11-22T14:45:00+05:30,no2,39.27,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T09:15:00.000Z,2017-11-22T14:45:00+05:30,so2,20.3,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T09:15:00.000Z,2017-11-22T14:45:00+05:30,pm25,65,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T09:15:00.000Z,2017-11-22T14:45:00+05:30,pm10,201,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T08:15:00.000Z,2017-11-22T13:45:00+05:30,so2,22.03,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T08:15:00.000Z,2017-11-22T13:45:00+05:30,pm10,306,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T08:15:00.000Z,2017-11-22T13:45:00+05:30,no2,43.2,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T08:15:00.000Z,2017-11-22T13:45:00+05:30,pm25,154,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T08:00:00.000Z,2017-11-22T13:30:00+05:30,so2,21.67,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T08:00:00.000Z,2017-11-22T13:30:00+05:30,no2,47.03,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T07:30:00.000Z,2017-11-22T13:00:00+05:30,no2,65.6,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T07:30:00.000Z,2017-11-22T13:00:00+05:30,so2,22.5,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T07:30:00.000Z,2017-11-22T13:00:00+05:30,co,1170,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T07:00:00.000Z,2017-11-22T12:30:00+05:30,no2,73.13,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T07:00:00.000Z,2017-11-22T12:30:00+05:30,so2,17.27,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T07:00:00.000Z,2017-11-22T12:30:00+05:30,co,1400,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T07:00:00.000Z,2017-11-22T12:30:00+05:30,pm25,189,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T07:00:00.000Z,2017-11-22T12:30:00+05:30,pm10,373,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T06:00:00.000Z,2017-11-22T11:30:00+05:30,pm10,318,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T06:00:00.000Z,2017-11-22T11:30:00+05:30,co,1500,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T06:00:00.000Z,2017-11-22T11:30:00+05:30,pm25,193,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T06:00:00.000Z,2017-11-22T11:30:00+05:30,so2,1.4,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T06:00:00.000Z,2017-11-22T11:30:00+05:30,no2,79.57,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T05:30:00.000Z,2017-11-22T11:00:00+05:30,no2,76.87,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T05:30:00.000Z,2017-11-22T11:00:00+05:30,co,1400,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T05:30:00.000Z,2017-11-22T11:00:00+05:30,pm25,184,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T05:30:00.000Z,2017-11-22T11:00:00+05:30,pm10,295,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T05:15:00.000Z,2017-11-22T10:45:00+05:30,pm25,184,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T05:15:00.000Z,2017-11-22T10:45:00+05:30,no2,74.8,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T05:15:00.000Z,2017-11-22T10:45:00+05:30,co,1400,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T05:15:00.000Z,2017-11-22T10:45:00+05:30,pm10,295,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T04:30:00.000Z,2017-11-22T10:00:00+05:30,no2,75.43,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T04:30:00.000Z,2017-11-22T10:00:00+05:30,co,1370,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T04:00:00.000Z,2017-11-22T09:30:00+05:30,no2,83.8,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T04:00:00.000Z,2017-11-22T09:30:00+05:30,co,1970,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T03:45:00.000Z,2017-11-22T09:15:00+05:30,no2,83.33,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T03:45:00.000Z,2017-11-22T09:15:00+05:30,co,2000,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T02:30:00.000Z,2017-11-22T08:00:00+05:30,co,1600,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T02:30:00.000Z,2017-11-22T08:00:00+05:30,no2,64.27,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T02:30:00.000Z,2017-11-22T08:00:00+05:30,pm25,159,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T02:30:00.000Z,2017-11-22T08:00:00+05:30,so2,9.1,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T02:30:00.000Z,2017-11-22T08:00:00+05:30,pm10,207,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T02:00:00.000Z,2017-11-22T07:30:00+05:30,no2,59.37,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T02:00:00.000Z,2017-11-22T07:30:00+05:30,so2,10.9,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T02:00:00.000Z,2017-11-22T07:30:00+05:30,co,1170,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T01:30:00.000Z,2017-11-22T07:00:00+05:30,so2,13.27,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T01:30:00.000Z,2017-11-22T07:00:00+05:30,co,1100,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T01:30:00.000Z,2017-11-22T07:00:00+05:30,no2,60.67,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T01:30:00.000Z,2017-11-22T07:00:00+05:30,pm10,228,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T01:30:00.000Z,2017-11-22T07:00:00+05:30,pm25,158,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T01:00:00.000Z,2017-11-22T06:30:00+05:30,no2,61.97,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T01:00:00.000Z,2017-11-22T06:30:00+05:30,co,1100,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T01:00:00.000Z,2017-11-22T06:30:00+05:30,so2,16.2,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T00:45:00.000Z,2017-11-22T06:15:00+05:30,pm10,228,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T00:45:00.000Z,2017-11-22T06:15:00+05:30,no2,61.07,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T00:45:00.000Z,2017-11-22T06:15:00+05:30,so2,17.6,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T00:45:00.000Z,2017-11-22T06:15:00+05:30,pm25,158,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T00:45:00.000Z,2017-11-22T06:15:00+05:30,co,1070,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T00:30:00.000Z,2017-11-22T06:00:00+05:30,no2,60.93,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-22T00:30:00.000Z,2017-11-22T06:00:00+05:30,so2,18.6,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T23:30:00.000Z,2017-11-22T05:00:00+05:30,pm25,322,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T23:30:00.000Z,2017-11-22T05:00:00+05:30,pm10,360,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T23:30:00.000Z,2017-11-22T05:00:00+05:30,co,1570,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T23:30:00.000Z,2017-11-22T05:00:00+05:30,so2,25.07,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T23:30:00.000Z,2017-11-22T05:00:00+05:30,no2,54.17,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T23:15:00.000Z,2017-11-22T04:45:00+05:30,no2,62.73,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T23:15:00.000Z,2017-11-22T04:45:00+05:30,so2,23.53,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T23:15:00.000Z,2017-11-22T04:45:00+05:30,co,1630,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T23:15:00.000Z,2017-11-22T04:45:00+05:30,pm25,322,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T23:15:00.000Z,2017-11-22T04:45:00+05:30,pm10,360,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T23:00:00.000Z,2017-11-22T04:30:00+05:30,no2,64.17,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T23:00:00.000Z,2017-11-22T04:30:00+05:30,co,1800,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T23:00:00.000Z,2017-11-22T04:30:00+05:30,pm25,322,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T23:00:00.000Z,2017-11-22T04:30:00+05:30,so2,19.63,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T23:00:00.000Z,2017-11-22T04:30:00+05:30,pm10,360,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T22:00:00.000Z,2017-11-22T03:30:00+05:30,pm10,448,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T22:00:00.000Z,2017-11-22T03:30:00+05:30,no2,66.97,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T22:00:00.000Z,2017-11-22T03:30:00+05:30,pm25,315,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T22:00:00.000Z,2017-11-22T03:30:00+05:30,co,2400,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T22:00:00.000Z,2017-11-22T03:30:00+05:30,so2,13.73,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T19:30:00.000Z,2017-11-22T01:00:00+05:30,pm25,266,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T19:30:00.000Z,2017-11-22T01:00:00+05:30,pm10,348,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T19:00:00.000Z,2017-11-22T00:30:00+05:30,no2,73.33,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T19:00:00.000Z,2017-11-22T00:30:00+05:30,so2,19.83,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T19:00:00.000Z,2017-11-22T00:30:00+05:30,pm25,266,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T19:00:00.000Z,2017-11-22T00:30:00+05:30,pm10,348,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T19:00:00.000Z,2017-11-22T00:30:00+05:30,co,2700,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T18:00:00.000Z,2017-11-21T23:30:00+05:30,so2,34.7,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T18:00:00.000Z,2017-11-21T23:30:00+05:30,no2,70.6,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T18:00:00.000Z,2017-11-21T23:30:00+05:30,co,5700,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T18:00:00.000Z,2017-11-21T23:30:00+05:30,pm25,253,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T18:00:00.000Z,2017-11-21T23:30:00+05:30,pm10,364,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T17:30:00.000Z,2017-11-21T23:00:00+05:30,so2,33.73,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T17:30:00.000Z,2017-11-21T23:00:00+05:30,no2,75.1,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T17:30:00.000Z,2017-11-21T23:00:00+05:30,co,6170,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T17:00:00.000Z,2017-11-21T22:30:00+05:30,no2,76.77,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T17:00:00.000Z,2017-11-21T22:30:00+05:30,so2,33.1,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T17:00:00.000Z,2017-11-21T22:30:00+05:30,co,6330,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T07:45:00.000Z,2017-11-21T13:15:00+05:30,no2,47.17,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T07:45:00.000Z,2017-11-21T13:15:00+05:30,so2,21.7,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T07:45:00.000Z,2017-11-21T13:15:00+05:30,pm10,300,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-21T07:45:00.000Z,2017-11-21T13:15:00+05:30,pm25,140,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
